Customer_ID,Order_ID,Order_Date,Region,Customer_Segment,Quantity,Price_per_Unit,Revenue,COGS,Marketing_Cost,Profit
CUST-4749,ORD-6182,2023-01-28,Asia,High Value,4,47.68,190.72,103.18,6.06,81.48
CUST-9186,ORD-6183,2023-08-24,Asia,Low Value,2,48.53,97.07,65.04,69.67,-37.64
CUST-5453,ORD-6184,2022-06-26,North America,Low Value,5,470.93,2354.65,1636.96,22.93,694.75
CUST-6336,ORD-6185,2022-07-23,North America,Low Value,5,360.85,1804.23,990.39,51.7,762.13
CUST-5551,ORD-6186,2023-10-08,Asia,High Value,4,69.65,278.59,179.44,26.98,72.17
CUST-3823,ORD-6187,2023-08-17,North America,High Value,3,319.4,958.21,471.71,15.15,471.36
CUST-6728,ORD-6188,2023-06-17,North America,Low Value,2,221.33,442.65,241.66,23.53,177.46
CUST-9677,ORD-6189,2022-05-08,Asia,Low Value,4,398.58,1594.31,998.51,40.47,555.33
CUST-9391,ORD-6190,2022-07-14,Europe,Low Value,4,151.38,605.53,303.84,73.97,227.71
CUST-2982,ORD-6191,2022-07-13,North America,High Value,5,203.77,1018.83,539.93,34.18,444.73
CUST-7996,ORD-6192,2022-07-03,Africa,High Value,4,100.35,401.39,237.2,9.19,155.0
CUST-3311,ORD-6193,2022-09-04,Asia,Mid Value,1,141.2,141.2,87.94,6.78,46.48
CUST-8225,ORD-6194,2022-11-20,North America,Low Value,1,110.79,110.79,59.74,20.74,30.31
CUST-1604,ORD-6195,2022-06-09,North America,Low Value,2,31.66,63.33,34.46,8.9,19.96
CUST-9175,ORD-6196,2023-12-07,Asia,Mid Value,4,42.16,168.64,80.52,32.83,55.28
CUST-6785,ORD-6197,2023-09-14,Africa,Low Value,5,421.1,2105.5,1465.46,33.82,606.22
CUST-5597,ORD-6198,2022-03-07,Africa,Mid Value,2,405.83,811.65,489.47,77.91,244.27
CUST-8759,ORD-6199,2022-09-11,Asia,High Value,3,87.55,262.64,153.01,27.97,81.66
CUST-8532,ORD-6200,2022-10-10,Africa,Mid Value,5,340.59,1702.95,856.31,49.92,796.72
CUST-9740,ORD-6201,2022-03-01,North America,Mid Value,3,377.91,1133.73,648.5,66.41,418.82
CUST-1838,ORD-6202,2022-04-28,Africa,High Value,2,44.61,89.22,50.13,43.48,-4.38
CUST-4815,ORD-6203,2023-02-27,North America,Low Value,1,62.5,62.5,32.17,57.24,-26.91
CUST-1847,ORD-6204,2023-07-10,Europe,Mid Value,5,290.25,1451.24,814.97,78.08,558.19
CUST-5709,ORD-6205,2023-12-23,Africa,Mid Value,5,199.59,997.96,499.86,29.31,468.79
CUST-5507,ORD-6206,2022-02-05,Europe,Low Value,2,355.71,711.42,446.45,10.57,254.4
CUST-7575,ORD-6207,2023-06-15,Asia,Mid Value,5,287.69,1438.45,974.11,37.27,427.06
CUST-5773,ORD-6208,2022-04-01,Africa,High Value,5,34.89,174.45,78.62,45.55,50.29
CUST-5468,ORD-6209,2022-10-28,North America,Mid Value,2,348.17,696.33,410.18,48.5,237.65
CUST-6192,ORD-6210,2023-12-25,Africa,Low Value,4,117.88,471.52,298.51,60.39,112.62
CUST-4320,ORD-6211,2022-08-05,Asia,Low Value,2,170.05,340.1,230.18,72.36,37.56
CUST-5698,ORD-6212,2022-04-08,Asia,Mid Value,5,373.47,1867.33,1007.62,42.51,817.2
CUST-5311,ORD-6213,2023-04-01,North America,Low Value,2,390.2,780.4,528.17,15.76,236.48
CUST-4673,ORD-6214,2023-06-15,Africa,Low Value,5,185.99,929.96,610.41,35.26,284.29
CUST-2564,ORD-6215,2023-06-22,Europe,Mid Value,3,62.83,188.49,109.57,16.65,62.27
CUST-2840,ORD-6216,2022-01-28,Asia,Mid Value,3,389.44,1168.33,600.8,18.67,548.86
CUST-7058,ORD-6217,2023-07-30,Asia,Low Value,1,437.7,437.7,268.4,5.13,164.17
CUST-8131,ORD-6218,2022-11-20,North America,Mid Value,2,482.87,965.74,497.49,74.73,393.52
CUST-1726,ORD-6219,2022-08-11,Africa,High Value,2,172.56,345.11,185.4,60.89,98.82
CUST-7697,ORD-6220,2022-03-21,Europe,Mid Value,3,79.45,238.35,135.08,12.52,90.74
CUST-1282,ORD-6221,2023-07-17,Africa,Low Value,3,470.08,1410.23,810.17,74.01,526.05
CUST-2081,ORD-6222,2023-04-03,Africa,High Value,3,211.89,635.66,316.11,70.28,249.28
CUST-4885,ORD-6223,2023-09-06,Europe,Low Value,1,64.9,64.9,40.46,73.24,-48.81
CUST-3881,ORD-6224,2022-06-25,North America,Low Value,1,259.41,259.41,181.07,12.3,66.05
CUST-3970,ORD-6225,2023-06-06,Asia,High Value,4,111.45,445.81,227.79,10.99,207.02
CUST-7985,ORD-6226,2023-04-02,North America,Mid Value,2,190.53,381.07,224.31,10.08,146.68
CUST-1947,ORD-6227,2023-02-27,North America,Low Value,1,173.77,173.77,97.95,77.52,-1.7
CUST-5760,ORD-6228,2022-04-10,Africa,Mid Value,5,493.9,2469.49,1301.28,54.54,1113.67
CUST-1066,ORD-6229,2023-02-07,Europe,Mid Value,2,326.97,653.93,362.9,18.35,272.69
CUST-9828,ORD-6230,2023-07-30,Asia,High Value,4,256.07,1024.26,648.54,74.69,301.03
CUST-9505,ORD-6231,2023-01-15,Africa,Low Value,3,266.6,799.8,442.84,38.24,318.73
CUST-1564,ORD-6232,2023-06-15,Asia,High Value,4,309.96,1239.85,715.01,63.91,460.93
CUST-4670,ORD-6233,2022-11-28,Africa,High Value,2,438.92,877.84,499.77,52.71,325.36
CUST-3251,ORD-6234,2022-11-14,Europe,Low Value,3,90.07,270.21,159.1,53.72,57.39
CUST-1804,ORD-6235,2023-10-15,Asia,Low Value,4,307.82,1231.3,643.72,37.98,549.6
CUST-5631,ORD-6236,2023-06-21,Asia,High Value,4,174.65,698.59,403.38,34.62,260.59
CUST-2235,ORD-6237,2022-03-30,North America,High Value,2,294.27,588.55,284.69,17.14,286.72
CUST-7720,ORD-6238,2023-08-27,Africa,High Value,1,268.51,268.51,170.6,10.31,87.6
CUST-7906,ORD-6239,2023-05-26,Africa,Low Value,5,34.37,171.84,82.09,74.6,15.15
CUST-7016,ORD-6240,2022-02-11,Africa,Low Value,4,299.58,1198.33,774.41,75.25,348.68
CUST-4549,ORD-6241,2023-01-24,North America,High Value,5,360.42,1802.11,1182.88,53.1,566.14
CUST-8938,ORD-6242,2022-03-22,North America,Low Value,2,138.08,276.16,125.59,34.1,116.47
CUST-5141,ORD-6243,2023-02-06,Asia,Low Value,2,71.3,142.59,93.79,6.88,41.93
CUST-7966,ORD-6244,2022-04-17,Africa,Low Value,1,121.59,121.59,74.42,38.57,8.6
CUST-6335,ORD-6245,2022-04-21,Africa,Mid Value,3,325.48,976.43,463.05,54.42,458.96
CUST-6077,ORD-6246,2022-10-04,Asia,Mid Value,5,245.02,1225.1,856.93,27.52,340.65
CUST-6611,ORD-6247,2022-08-02,Asia,High Value,4,435.35,1741.39,1051.56,30.68,659.14
CUST-9089,ORD-6248,2023-05-21,Asia,Mid Value,3,156.79,470.38,258.81,40.42,171.15
CUST-3892,ORD-6249,2022-05-01,Europe,High Value,5,195.25,976.24,655.35,42.12,278.77
CUST-6577,ORD-6250,2022-05-14,Europe,High Value,5,273.46,1367.32,629.52,60.71,677.08
CUST-4618,ORD-6251,2023-12-21,Asia,Low Value,3,240.81,722.42,454.65,42.48,225.29
CUST-2559,ORD-6252,2023-01-06,North America,High Value,3,282.93,848.78,412.45,68.4,367.93
CUST-7683,ORD-6253,2022-09-14,North America,High Value,1,169.8,169.8,99.87,41.21,28.73
CUST-2507,ORD-6254,2023-11-28,Africa,High Value,4,100.0,400.01,189.6,7.39,203.02
CUST-3063,ORD-6255,2022-06-29,Europe,High Value,4,405.59,1622.37,1005.52,15.61,601.24
CUST-4642,ORD-6256,2022-02-17,Europe,Low Value,4,38.86,155.45,88.02,58.86,8.57
CUST-3000,ORD-6257,2023-08-22,Asia,Low Value,3,197.46,592.38,267.56,38.89,285.92
CUST-2294,ORD-6258,2022-01-19,Asia,High Value,1,61.95,61.95,28.98,39.59,-6.62
CUST-5065,ORD-6259,2022-02-15,Asia,Mid Value,2,373.44,746.88,467.36,78.35,201.16
CUST-9014,ORD-6260,2023-03-27,Asia,Mid Value,1,195.45,195.45,107.47,47.86,40.12
CUST-2603,ORD-6261,2022-02-25,Asia,High Value,3,34.42,103.27,63.83,13.77,25.68
CUST-2322,ORD-6262,2023-10-19,North America,Low Value,1,56.42,56.42,30.89,37.53,-12.0
CUST-6956,ORD-6263,2022-04-02,North America,High Value,3,115.33,345.98,186.98,47.1,111.91
CUST-3441,ORD-6264,2022-03-23,Asia,High Value,5,397.72,1988.6,1319.89,7.81,660.9
CUST-2098,ORD-6265,2022-03-20,North America,Low Value,5,403.61,2018.05,1339.39,32.35,646.32
CUST-6073,ORD-6266,2023-10-24,Asia,Mid Value,2,498.37,996.75,677.73,77.59,241.43
CUST-9488,ORD-6267,2022-10-10,Asia,High Value,5,135.64,678.22,444.74,61.35,172.12
CUST-4787,ORD-6268,2022-11-07,Europe,Low Value,2,49.01,98.02,47.23,32.91,17.88
CUST-3096,ORD-6269,2022-06-09,North America,Low Value,4,155.9,623.61,290.99,24.66,307.96
CUST-3208,ORD-6270,2022-11-12,North America,High Value,3,105.83,317.5,147.51,26.24,143.75
CUST-6988,ORD-6271,2023-10-30,Europe,Low Value,4,360.99,1443.94,1003.62,67.13,373.2
CUST-1175,ORD-6272,2022-06-05,North America,High Value,4,485.24,1940.94,1116.6,35.12,789.22
CUST-8169,ORD-6273,2023-12-15,Europe,Mid Value,2,151.05,302.1,144.65,68.24,89.22
CUST-7014,ORD-6274,2023-04-13,Africa,High Value,3,177.74,533.23,312.51,73.16,147.56
CUST-2667,ORD-6275,2023-04-07,North America,Mid Value,2,188.54,377.07,236.64,39.81,100.62
CUST-9867,ORD-6276,2022-04-27,Asia,Low Value,1,431.34,431.34,204.29,75.9,151.15
CUST-2823,ORD-6277,2023-10-28,Europe,High Value,4,297.45,1189.8,638.45,27.5,523.85
CUST-6147,ORD-6278,2022-12-30,Asia,Low Value,3,487.51,1462.53,726.81,24.5,711.21
CUST-2356,ORD-6279,2023-09-23,Asia,High Value,4,321.04,1284.15,891.02,13.05,380.09
CUST-4072,ORD-6280,2023-12-12,North America,Low Value,1,358.82,358.82,190.02,23.44,145.37
CUST-4259,ORD-6281,2023-04-11,Europe,Mid Value,1,62.8,62.8,39.1,62.95,-39.25
CUST-7199,ORD-6282,2022-07-03,Africa,High Value,3,476.81,1430.42,972.13,35.28,423.01
CUST-1546,ORD-6283,2023-10-22,Asia,Low Value,3,321.47,964.4,642.1,16.11,306.19
CUST-6231,ORD-6284,2022-06-15,Asia,High Value,1,269.69,269.69,147.92,13.03,108.74
CUST-8965,ORD-6285,2022-03-16,Africa,High Value,4,205.95,823.82,434.75,41.77,347.3
CUST-3083,ORD-6286,2022-09-29,Europe,Mid Value,5,56.98,284.92,185.86,45.45,53.61
CUST-3040,ORD-6287,2023-11-22,North America,Low Value,4,84.01,336.03,168.45,64.59,102.99
CUST-5534,ORD-6288,2023-05-18,Asia,High Value,5,25.61,128.07,80.6,58.61,-11.14
CUST-2752,ORD-6289,2023-07-17,North America,High Value,2,499.37,998.74,657.99,17.53,323.22
CUST-2849,ORD-6290,2023-08-10,Europe,High Value,3,397.42,1192.26,789.64,25.77,376.85
CUST-3642,ORD-6291,2023-10-18,Africa,High Value,1,402.78,402.78,182.15,57.03,163.6
CUST-2600,ORD-6292,2022-12-09,North America,High Value,2,370.44,740.89,425.99,18.54,296.36
CUST-5402,ORD-6293,2023-12-01,Europe,Low Value,4,252.37,1009.48,544.51,65.24,399.73
CUST-4799,ORD-6294,2023-09-27,North America,High Value,5,62.33,311.67,216.52,54.3,40.85
CUST-1618,ORD-6295,2022-09-08,North America,High Value,3,54.69,164.07,96.15,45.23,22.7
CUST-2132,ORD-6296,2022-05-10,Asia,High Value,5,459.86,2299.3,1280.39,53.32,965.59
CUST-6491,ORD-6297,2022-12-24,North America,Low Value,4,20.15,80.6,41.2,12.48,26.93
CUST-6795,ORD-6298,2023-11-23,Asia,High Value,4,355.57,1422.28,940.71,46.1,435.47
CUST-8633,ORD-6299,2023-02-12,Europe,High Value,1,321.72,321.72,170.46,38.85,112.41
CUST-2487,ORD-6300,2023-05-10,Europe,Mid Value,2,260.59,521.18,342.25,43.47,135.45
CUST-8848,ORD-6301,2023-09-14,Asia,Mid Value,3,487.98,1463.93,985.08,30.33,448.52
CUST-6009,ORD-6302,2023-04-27,Africa,High Value,1,115.1,115.1,53.47,40.11,21.52
CUST-3113,ORD-6303,2022-03-19,North America,High Value,5,396.94,1984.69,1146.15,71.24,767.29
CUST-2044,ORD-6304,2023-05-29,Europe,Mid Value,2,343.92,687.85,381.82,30.86,275.16
CUST-3431,ORD-6305,2022-11-17,Europe,Low Value,3,487.73,1463.18,802.23,8.37,652.58
CUST-8979,ORD-6306,2022-10-17,Africa,Low Value,5,468.35,2341.77,1271.27,24.24,1046.27
CUST-2582,ORD-6307,2022-10-24,Europe,Mid Value,3,81.71,245.14,142.92,39.08,63.15
CUST-2308,ORD-6308,2023-11-12,Asia,High Value,3,167.7,503.11,242.78,45.01,215.32
CUST-5917,ORD-6309,2023-04-20,Africa,Mid Value,2,428.38,856.77,572.17,37.04,247.56
CUST-9793,ORD-6310,2022-01-23,Europe,Low Value,5,129.76,648.79,382.46,67.0,199.33
CUST-2620,ORD-6311,2022-06-21,Africa,Mid Value,1,201.7,201.7,108.27,73.64,19.79
CUST-8503,ORD-6312,2022-11-14,Africa,Low Value,1,320.46,320.46,163.68,41.51,115.27
CUST-5766,ORD-6313,2022-07-12,Europe,High Value,1,290.2,290.2,175.32,10.69,104.19
CUST-6362,ORD-6314,2023-11-12,Europe,High Value,3,327.49,982.47,635.35,36.57,310.55
CUST-6192,ORD-6315,2022-04-28,Europe,High Value,4,362.47,1449.9,812.25,18.59,619.05
CUST-7622,ORD-6316,2022-01-06,Africa,Low Value,2,369.81,739.62,514.87,26.26,198.49
CUST-7093,ORD-6317,2023-04-28,Asia,Mid Value,1,374.03,374.03,218.39,67.47,88.17
CUST-7704,ORD-6318,2022-05-12,Asia,High Value,2,496.0,992.01,689.18,45.15,257.69
CUST-1100,ORD-6319,2022-04-03,North America,Low Value,3,191.16,573.49,396.08,67.14,110.26
CUST-7657,ORD-6320,2023-06-06,Europe,High Value,2,41.21,82.42,49.45,78.92,-45.95
CUST-6875,ORD-6321,2023-07-17,Asia,Mid Value,1,187.45,187.45,111.6,45.89,29.96
CUST-5271,ORD-6322,2022-10-21,North America,High Value,1,457.56,457.56,217.99,73.42,166.15
CUST-1237,ORD-6323,2023-10-03,North America,Low Value,3,60.03,180.08,122.87,56.26,0.95
CUST-8226,ORD-6324,2023-01-27,Europe,Low Value,3,330.53,991.6,645.33,12.64,333.63
CUST-9032,ORD-6325,2022-09-06,North America,High Value,5,223.12,1115.59,641.59,36.34,437.65
CUST-6218,ORD-6326,2023-09-06,Asia,High Value,3,462.35,1387.06,730.43,54.42,602.21
CUST-5025,ORD-6327,2023-08-18,North America,Low Value,4,465.72,1862.86,1228.81,57.89,576.16
CUST-7073,ORD-6328,2023-12-04,North America,High Value,4,396.92,1587.67,830.16,69.55,687.96
CUST-3542,ORD-6329,2023-02-21,Asia,High Value,1,67.29,67.29,39.4,52.8,-24.9
CUST-2537,ORD-6330,2022-05-23,North America,High Value,3,31.86,95.59,47.77,11.76,36.07
CUST-1754,ORD-6331,2022-08-25,North America,Mid Value,4,85.56,342.25,222.85,15.68,103.72
CUST-8396,ORD-6332,2022-10-14,Africa,Mid Value,4,174.48,697.9,445.4,29.62,222.88
CUST-8823,ORD-6333,2022-10-04,North America,Mid Value,5,135.89,679.44,355.31,27.05,297.08
CUST-6507,ORD-6334,2023-01-22,North America,High Value,3,197.48,592.45,283.99,21.62,286.85
CUST-5235,ORD-6335,2023-01-17,Africa,Low Value,5,88.68,443.38,219.15,51.3,172.94
CUST-1540,ORD-6336,2023-03-26,Africa,High Value,2,381.2,762.4,460.56,37.23,264.62
CUST-6510,ORD-6337,2022-10-18,Africa,High Value,5,425.74,2128.71,1037.77,56.37,1034.57
CUST-9461,ORD-6338,2022-06-18,Europe,Mid Value,2,254.22,508.43,269.49,34.02,204.93
CUST-8926,ORD-6339,2023-03-19,Europe,Low Value,2,479.13,958.27,632.26,25.56,300.45
CUST-6131,ORD-6340,2023-10-18,Asia,Mid Value,3,77.77,233.3,109.75,46.29,77.26
CUST-9697,ORD-6341,2022-07-03,North America,Low Value,2,70.79,141.58,84.28,12.26,45.04
CUST-2129,ORD-6342,2022-02-14,Asia,High Value,2,116.19,232.38,127.8,79.15,25.43
CUST-4145,ORD-6343,2022-09-25,Europe,High Value,5,491.32,2456.59,1179.36,54.17,1223.06
CUST-9553,ORD-6344,2023-04-21,North America,High Value,3,219.92,659.76,380.92,14.16,264.68
CUST-4720,ORD-6345,2022-09-10,North America,Low Value,3,463.57,1390.71,805.45,51.68,533.58
CUST-5067,ORD-6346,2023-01-31,Africa,Mid Value,2,116.96,233.93,127.38,10.58,95.97
CUST-5195,ORD-6347,2022-10-16,Europe,Mid Value,5,426.13,2130.65,988.26,42.97,1099.42
CUST-8281,ORD-6348,2022-07-31,North America,Mid Value,5,168.81,844.04,423.47,26.81,393.76
CUST-3509,ORD-6349,2023-11-20,Africa,Low Value,5,372.51,1862.56,1026.6,57.56,778.4
CUST-6016,ORD-6350,2022-01-21,North America,Low Value,5,487.74,2438.71,1266.44,41.53,1130.74
CUST-7533,ORD-6351,2022-11-12,Europe,High Value,1,467.85,467.85,229.31,63.94,174.6
CUST-5727,ORD-6352,2023-07-18,Asia,Mid Value,2,419.04,838.08,479.16,22.23,336.68
CUST-1681,ORD-6353,2023-03-14,Asia,Low Value,2,44.1,88.2,48.46,54.21,-14.47
CUST-4932,ORD-6354,2023-02-27,North America,Mid Value,2,311.73,623.46,384.2,56.59,182.67
CUST-6560,ORD-6355,2022-08-21,Africa,Mid Value,3,421.02,1263.05,745.33,40.81,476.9
CUST-5016,ORD-6356,2022-05-03,Africa,Low Value,3,211.68,635.03,312.71,69.37,252.95
CUST-8339,ORD-6357,2023-09-04,Africa,Low Value,5,370.97,1854.85,1153.56,16.0,685.29
CUST-1719,ORD-6358,2022-08-02,Europe,High Value,3,86.29,258.88,146.62,61.88,50.38
CUST-1074,ORD-6359,2023-10-09,Asia,High Value,4,104.85,419.39,200.62,14.9,203.87
CUST-5157,ORD-6360,2023-12-31,Asia,High Value,2,328.98,657.96,299.12,16.77,342.08
CUST-9511,ORD-6361,2023-08-23,North America,Mid Value,2,229.81,459.63,278.81,20.11,160.7
CUST-3149,ORD-6362,2022-02-09,Asia,Mid Value,1,124.76,124.76,75.44,54.58,-5.26
CUST-7713,ORD-6363,2022-11-28,Africa,High Value,1,155.78,155.78,102.05,52.93,0.8
CUST-5207,ORD-6364,2023-10-10,Europe,Mid Value,4,317.08,1268.32,812.5,38.44,417.38
CUST-8141,ORD-6365,2022-07-01,Africa,Mid Value,1,368.18,368.18,246.45,28.58,93.14
CUST-9652,ORD-6366,2022-09-22,Africa,Mid Value,5,119.65,598.27,312.96,50.96,234.36
CUST-4936,ORD-6367,2023-11-25,Asia,Mid Value,5,478.49,2392.47,1323.74,15.81,1052.92
CUST-2075,ORD-6368,2023-06-17,Europe,Low Value,2,23.93,47.85,22.27,52.15,-26.57
CUST-4876,ORD-6369,2023-03-08,Europe,Low Value,5,356.03,1780.15,984.13,5.9,790.12
CUST-5615,ORD-6370,2022-07-15,Africa,High Value,1,159.68,159.68,80.63,15.84,63.22
CUST-8265,ORD-6371,2023-12-25,North America,High Value,4,249.69,998.75,650.51,58.09,290.14
CUST-7379,ORD-6372,2023-05-24,Asia,Mid Value,5,293.53,1467.63,901.22,70.55,495.86
CUST-5652,ORD-6373,2023-03-23,North America,Mid Value,2,289.53,579.06,373.74,10.67,194.65
CUST-7792,ORD-6374,2023-06-12,Africa,Low Value,2,392.61,785.23,469.66,52.91,262.66
CUST-8456,ORD-6375,2022-07-21,Asia,Mid Value,1,415.44,415.44,249.05,9.64,156.75
CUST-5674,ORD-6376,2023-12-31,North America,Mid Value,5,55.21,276.04,140.45,70.92,64.67
CUST-1541,ORD-6377,2023-08-28,North America,High Value,1,357.44,357.44,220.71,34.37,102.36
CUST-3161,ORD-6378,2022-05-13,North America,Mid Value,2,211.55,423.1,205.62,60.59,156.89
CUST-3251,ORD-6379,2022-05-19,Asia,Low Value,4,412.92,1651.69,857.16,17.96,776.57
CUST-5569,ORD-6380,2023-10-31,North America,Mid Value,5,312.27,1561.34,772.84,69.6,718.89
CUST-3744,ORD-6381,2023-05-08,Europe,Mid Value,4,24.91,99.65,68.5,37.19,-6.03
CUST-7041,ORD-6382,2022-03-11,Africa,Mid Value,5,339.9,1699.52,1146.36,20.66,532.49
CUST-5675,ORD-6383,2022-01-15,Asia,Mid Value,2,464.34,928.68,621.02,47.93,259.73
CUST-2560,ORD-6384,2022-07-31,Europe,Mid Value,5,59.89,299.43,206.62,26.61,66.2
CUST-2164,ORD-6385,2022-03-01,North America,Low Value,2,257.23,514.46,310.3,26.53,177.64
CUST-6419,ORD-6386,2022-09-09,Africa,High Value,3,320.41,961.23,647.56,13.59,300.08
CUST-3722,ORD-6387,2023-03-22,North America,Mid Value,2,114.01,228.03,119.25,21.04,87.74
CUST-1470,ORD-6388,2022-01-02,Europe,High Value,2,332.33,664.66,363.03,64.84,236.79
CUST-2468,ORD-6389,2022-12-02,North America,High Value,5,43.9,219.52,124.41,44.27,50.84
CUST-8925,ORD-6390,2022-01-19,Asia,Low Value,4,454.73,1818.9,859.16,31.62,928.12
CUST-1808,ORD-6391,2023-07-15,Europe,High Value,2,386.07,772.15,506.66,74.7,190.78
CUST-9363,ORD-6392,2022-03-19,Asia,Mid Value,5,471.69,2358.46,1131.57,64.8,1162.08
CUST-7719,ORD-6393,2023-04-17,Africa,Mid Value,2,220.84,441.69,287.06,28.27,126.36
CUST-6073,ORD-6394,2022-01-28,Asia,Mid Value,1,36.42,36.42,24.78,13.3,-1.67
CUST-9012,ORD-6395,2023-07-14,Asia,Mid Value,1,183.94,183.94,108.88,18.83,56.23
CUST-2645,ORD-6396,2023-08-31,North America,Low Value,1,267.56,267.56,131.5,55.64,80.42
CUST-9249,ORD-6397,2022-06-14,North America,High Value,1,469.22,469.22,262.38,47.23,159.61
CUST-2129,ORD-6398,2023-04-03,Europe,Low Value,4,443.87,1775.49,860.6,78.56,836.33
CUST-2353,ORD-6399,2022-06-25,Africa,High Value,2,305.15,610.31,292.8,6.01,311.5
CUST-1767,ORD-6400,2023-08-08,Europe,Low Value,1,370.28,370.28,236.62,70.76,62.9
CUST-4895,ORD-6401,2022-01-29,Africa,Low Value,5,477.87,2389.36,1309.99,6.07,1073.3
CUST-9874,ORD-6402,2023-10-31,Africa,Low Value,1,428.28,428.28,192.74,36.86,198.69
CUST-4454,ORD-6403,2022-10-06,Asia,Mid Value,3,336.23,1008.7,466.14,73.74,468.82
CUST-8329,ORD-6404,2022-10-10,North America,Mid Value,3,279.23,837.68,548.21,54.38,235.09
CUST-2790,ORD-6405,2023-04-24,Africa,Low Value,4,248.5,994.0,601.29,48.75,343.96
CUST-1885,ORD-6406,2023-06-03,North America,High Value,3,383.17,1149.52,759.98,28.51,361.03
CUST-8734,ORD-6407,2022-11-01,Africa,High Value,5,408.21,2041.06,1058.12,77.46,905.48
CUST-4906,ORD-6408,2023-11-25,North America,Mid Value,1,124.47,124.47,65.79,17.62,41.06
CUST-5492,ORD-6409,2022-04-19,Europe,Low Value,3,247.53,742.6,448.69,25.24,268.66
CUST-3073,ORD-6410,2022-11-20,North America,Mid Value,3,390.15,1170.46,721.34,38.97,410.15
CUST-1312,ORD-6411,2022-07-25,Asia,Mid Value,4,344.34,1377.36,628.94,14.47,733.94
CUST-7269,ORD-6412,2022-08-22,Africa,Mid Value,3,303.96,911.87,617.16,36.77,257.95
CUST-6317,ORD-6413,2023-04-03,Asia,Low Value,1,175.39,175.39,113.97,7.95,53.47
CUST-1810,ORD-6414,2022-07-06,Africa,Low Value,2,312.42,624.85,301.78,74.31,248.76
CUST-7841,ORD-6415,2023-04-27,Asia,Mid Value,1,313.83,313.83,142.03,29.16,142.64
CUST-3032,ORD-6416,2023-02-11,Africa,Low Value,3,227.57,682.7,438.49,52.54,191.67
CUST-8129,ORD-6417,2023-05-24,North America,High Value,3,480.94,1442.83,974.95,70.29,397.59
CUST-3705,ORD-6418,2023-06-04,Africa,High Value,3,333.5,1000.49,530.79,66.37,403.33
CUST-9788,ORD-6419,2022-02-22,Asia,Mid Value,4,428.33,1713.34,908.41,70.5,734.42
CUST-3147,ORD-6420,2023-02-02,Asia,High Value,5,81.9,409.5,236.96,59.02,113.52
CUST-1615,ORD-6421,2022-07-18,Africa,Mid Value,1,383.25,383.25,237.1,19.53,126.63
CUST-1947,ORD-6422,2023-01-26,Africa,Mid Value,3,308.9,926.69,567.06,32.49,327.14
CUST-6677,ORD-6423,2023-10-11,Europe,Mid Value,2,167.97,335.95,214.39,43.4,78.16
CUST-5651,ORD-6424,2023-05-13,Europe,Low Value,4,85.45,341.82,163.56,30.27,147.99
CUST-8866,ORD-6425,2022-06-21,North America,Low Value,5,202.23,1011.15,586.42,76.64,348.09
CUST-3013,ORD-6426,2022-03-27,North America,Low Value,3,231.86,695.58,401.06,65.51,229.01
CUST-4697,ORD-6427,2023-07-12,North America,Low Value,1,87.57,87.57,60.2,64.92,-37.55
CUST-1490,ORD-6428,2022-07-05,North America,Mid Value,2,341.66,683.32,464.36,32.08,186.88
CUST-5350,ORD-6429,2022-06-05,North America,Low Value,4,167.41,669.65,426.96,61.61,181.08
CUST-3428,ORD-6430,2023-05-08,Africa,High Value,1,406.9,406.9,272.31,51.05,83.54
CUST-5987,ORD-6431,2023-06-05,Europe,High Value,1,331.21,331.21,210.78,33.14,87.28
CUST-9733,ORD-6432,2023-09-19,Africa,Low Value,4,169.04,676.16,426.07,28.12,221.98
CUST-5920,ORD-6433,2023-10-28,Europe,High Value,1,192.81,192.81,97.16,64.16,31.48
CUST-3926,ORD-6434,2022-05-10,Europe,High Value,2,472.23,944.46,570.75,49.76,323.95
CUST-8282,ORD-6435,2022-03-22,Asia,Low Value,2,475.1,950.19,645.2,7.77,297.22
CUST-5376,ORD-6436,2023-01-19,Asia,Mid Value,1,220.82,220.82,140.78,6.63,73.41
CUST-5868,ORD-6437,2023-10-21,Europe,Mid Value,3,346.0,1038.0,624.03,68.15,345.83
CUST-7986,ORD-6438,2022-10-22,Africa,Mid Value,1,490.39,490.39,252.33,11.74,226.32
CUST-7862,ORD-6439,2022-09-26,Europe,Low Value,3,497.14,1491.43,924.18,43.95,523.3
CUST-5423,ORD-6440,2023-10-07,North America,Mid Value,1,54.62,54.62,29.32,50.65,-25.35
CUST-7870,ORD-6441,2023-07-16,Africa,Mid Value,5,285.68,1428.4,666.07,73.7,688.63
CUST-9159,ORD-6442,2023-06-19,Africa,High Value,2,368.78,737.55,376.03,43.59,317.93
CUST-3073,ORD-6443,2023-01-13,Europe,Mid Value,1,109.7,109.7,60.04,19.55,30.11
CUST-7170,ORD-6444,2023-01-11,North America,Low Value,2,414.51,829.03,579.63,24.55,224.85
CUST-1701,ORD-6445,2022-03-29,Europe,Mid Value,4,244.86,979.43,626.87,8.66,343.9
CUST-9113,ORD-6446,2023-09-16,North America,High Value,5,258.92,1294.6,673.05,21.65,599.9
CUST-7825,ORD-6447,2022-04-21,Africa,High Value,3,151.68,455.03,291.49,66.14,97.4
CUST-8867,ORD-6448,2023-08-07,Europe,High Value,4,164.07,656.28,354.01,61.77,240.51
